2010-11-06 16:18:42 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 16:20:45 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 16:21:38 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 16:22:53 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 16:34:31 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 16:34:33 Debug: Notice (8): Undefined variable: cakeDebug in [C:\xampp\htdocs\oconnors\views\layouts\default.ctp, line 63]
2010-11-06 18:05:44 Debug: Notice (8): Object of class HtmlHelper could not be converted to int in [C:\xampp\htdocs\oconnors\views\elements\left_panel.ctp, line 36]
2010-11-06 18:05:45 Debug: Notice (8): Object of class HtmlHelper could not be converted to int in [C:\xampp\htdocs\oconnors\views\elements\left_panel.ctp, line 36]
2010-11-16 14:14:16 Debug: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [C:\xampp\htdocs\cake\cake\libs\debugger.php, line 688]
2010-11-16 14:34:02 Debug: Notice (8): Undefined variable: paginator in [C:\Users\Ricky\Documents\My Dropbox\htdocs\oconnorsbar\views\users\admin_index.ctp, line 5]
2010-11-16 14:34:14 Debug: Notice (8): Undefined variable: paginator in [C:\Users\Ricky\Documents\My Dropbox\htdocs\oconnorsbar\views\users\admin_index.ctp, line 5]
2010-11-20 13:49:44 Debug: Notice (8): Undefined property: stdClass::$alias in [C:\xampp\htdocs\cake\cake\libs\controller\controller.php, line 1111]
2010-11-20 13:50:18 Debug: Notice (8): Undefined property: DebugView::$Paginator in [C:\Documents and Settings\Laptop\My Documents\My Dropbox\htdocs\oconnorsbar\views\elements\admin\pagination.ctp, line 2]
2010-11-20 13:51:06 Debug: Notice (8): Undefined property: stdClass::$alias in [C:\xampp\htdocs\cake\cake\libs\controller\controller.php, line 1111]
2010-11-20 13:56:02 Debug: Notice (8): Undefined property: DebugView::$Paginator in [C:\Documents and Settings\Laptop\My Documents\My Dropbox\htdocs\oconnorsbar\views\elements\admin\pagination.ctp, line 2]
2010-11-20 14:16:56 Debug: Notice (8): Undefined index:  in [C:\Documents and Settings\Laptop\My Documents\My Dropbox\htdocs\oconnorsbar\views\pages\admin_index.ctp, line 12]
2010-11-20 14:16:56 Debug: Notice (8): Undefined index:  in [C:\Documents and Settings\Laptop\My Documents\My Dropbox\htdocs\oconnorsbar\views\pages\admin_index.ctp, line 14]
2010-11-20 14:16:56 Debug: Notice (8): Undefined index:  in [C:\Documents and Settings\Laptop\My Documents\My Dropbox\htdocs\oconnorsbar\views\pages\admin_index.ctp, line 16]
